sharedaddress,uniqueaddress,shortpluscode,Consideration,Market_Value,Acquisition_Date,Completion_Date
"19, Malvern Road, Douglas, IM2 5AR",,5G67+W2F,170750.0,170750.0,2020-06-18,2020-11-24
"19, Malvern Road, Douglas, IM2 5AR",,5G67+W2F,255000.0,255000.0,2023-04-26,2023-05-19
"17, Malvern Road, Douglas, IM2 5AR",,5G67+W32,110000.0,220000.0,2021-11-24,2022-01-04
"21, Hildesley Road, Douglas, IM2 5AU",,5G67+W7W,195000.0,195000.0,2010-12-20,2011-05-31
"21, Hildesley Road, Douglas, IM2 5AU",,5G67+W7W,0.0,195000.0,2011-11-22,2012-01-12
"19, Hildesley Road, Douglas, IM2 5AU",,5G67+W8J,185000.0,185000.0,2012-04-27,2012-08-06
"11, Hildesley Road, Douglas, IM2 5AU",,5G67+W95,187500.0,187500.0,2018-05-18,2018-08-07
"Sunny Gables, Somerset Road, Douglas, IM2 5BA",,5G67+WP4,245000.0,245000.0,2018-05-22,2018-09-03
"Sunny Gables, Somerset Road, Douglas, IM2 5BA",,5G67+WP4,50000.0,375000.0,2020-11-04,2021-03-24
"25, Hildesley Road, Douglas, IM2 5AU",,5G67+X6H,170000.0,170000.0,2019-01-30,2019-05-18
"25, Hildesley Road, Douglas, IM2 5AU",,5G67+X6H,233000.0,233000.0,2021-11-04,2021-12-03
"23, Hildesley Road, Douglas, IM2 5AU",,5G67+X73,165000.0,165000.0,2018-05-04,2018-07-25
"8, Hildesley Road, Douglas, IM2 5AZ",,5G67+XGP,0.25,60000.0,2002-02-12,2014-07-16
"8, Hildesley Road, Douglas, IM2 5AZ",,5G67+XGP,60000.0,60000.0,2014-04-17,2014-07-16
"8, Hildesley Road, Douglas, IM2 5AZ",,5G67+XGP,160000.0,160000.0,2021-10-22,2022-11-18
"6, Hildesley Road, Douglas, IM2 5AZ",,5G67+XHC,225000.0,225000.0,2022-05-31,2022-08-05
"2, Hildesley Road, Douglas, IM2 5AZ",,5G67+XJ2,186000.0,186000.0,2013-05-13,2013-12-04
"Ashley, Somerset Road, Douglas, IM2 5BA",,5G67+XQQ,220000.0,220000.0,2010-09-06,2011-01-30
"Ashley, Somerset Road, Douglas, IM2 5BA",,5G67+XQQ,257550.0,257550.0,2017-12-01,2017-12-18
"45, Palatine Road, Douglas, IM2 3BP",,5G68+28M,200000.0,200000.0,2018-11-30,2019-04-15
"47, Palatine Road, Douglas, IM2 3BP",,5G68+384,290000.0,290000.0,2011-01-14,2011-12-12
"47, Palatine Road, Douglas, IM2 3BP",,5G68+384,245000.0,245000.0,2018-12-14,2020-12-07
"49, Palatine Road, Douglas, IM2 3BP",,5G68+38H,263000.0,263000.0,2017-08-14,2017-12-14
"49, Palatine Road, Douglas, IM2 3BP",,5G68+38H,286450.0,286450.0,2020-11-04,2020-11-20
"49, Palatine Road, Douglas, IM2 3BP",,5G68+38H,364950.0,364950.0,2023-03-07,2023-03-23
"51, Palatine Road, Douglas, IM2 3BP",,5G68+39V,291000.0,291000.0,2015-08-17,2016-02-08
"51, Palatine Road, Douglas, IM2 3BP",,5G68+39V,256000.0,256000.0,2016-09-09,2017-02-07
"53, Palatine Road, Douglas, IM2 3BP",,5G68+498,0.25,165000.0,2018-10-09,2019-02-12
"6, York Road, Douglas, IM2 3BW",,5G68+5VC,275000.0,275000.0,2020-06-23,2020-07-27
"Flat 10, Flat 10, Woodbourne Court, Douglas, IM2 3AT",,5G68+64W,115000.0,115000.0,2016-03-17,2016-08-05
"Apartment 14, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+65J,199950.0,199950.0,2022-09-30,2022-12-06
"Apartment 14, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",12,5G68+65J,240000.0,240000.0,2010-03-08,2010-06-21
"Apartment 14, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",14,5G68+65J,130000.0,130000.0,2013-08-09,2014-05-30
"61, Palatine Road, Douglas, IM2 3BP",,5G68+6F3,221300.0,221300.0,2017-03-07,2017-07-12
"8, Woodbourne Court, Douglas, IM2 3AT",,5G68+732,130000.0,130000.0,2014-06-03,2014-10-06
"8, Woodbourne Court, Douglas, IM2 3AT","Flat 2, Flat 2",5G68+732,102000.0,102000.0,2014-12-18,2015-06-19
"8, Woodbourne Court, Douglas, IM2 3AT","Flat 4, Flat 4",5G68+732,100000.0,100000.0,2015-04-10,2015-12-03
"Flat 20, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+76M,23950.0,53000.0,1990-01-26,2015-07-24
"Flat 20, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+76M,92000.0,92000.0,2016-09-05,2017-03-08
"Flat 20, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+76M,129000.0,129000.0,2018-05-02,2018-09-24
"Flat 20, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+76M,162500.0,162500.0,2022-11-24,2023-03-23
"Flat 20, Woodbourne Court, Woodbourne Court, Douglas, IM2 3AT",,5G68+76M,164600.0,164600.0,2022-11-29,2022-12-08
"22, York Road, Douglas, IM2 3BL",,5G68+7FW,150000.0,150000.0,2013-08-16,2014-01-20
"22, York Road, Douglas, IM2 3BL",,5G68+7FW,250000.0,250000.0,2019-08-23,2020-01-20
"20, York Road, Douglas, IM2 3BL",,5G68+7GR,0.0,275000.0,2013-11-28,2014-03-12
"11, York Road, Douglas, IM2 3BN",,5G68+7VV,290000.0,290000.0,2012-07-13,2012-10-29
"7, York Road, Douglas, IM2 3BN",,5G68+7WP,243500.0,243500.0,2013-05-21,2013-10-17
"7, York Road, Douglas, IM2 3BN",,5G68+7WP,70000.0,280000.0,2022-08-03,2023-01-17
"9, York Road, Douglas, IM2 3BN",,5G68+7WR,234000.0,234000.0,2010-02-22,2010-05-21
"5, York Road, Douglas, IM2 3BN",,5G68+7X7,255000.0,255000.0,2014-05-13,2014-10-21
"28, York Road, Douglas, IM2 3BL",,5G68+89G,240000.0,240000.0,2011-01-14,2011-05-25
"24, York Road, Douglas, IM2 3BL",,5G68+8C5,206000.0,206000.0,2017-02-08,2017-08-30
"24, York Road, Douglas, IM2 3BL",,5G68+8C5,0.0,206000.0,2021-08-16,2021-09-14
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,135000.0,135000.0,2011-06-17,2011-11-14
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,132000.0,132000.0,2012-04-18,2012-07-30
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,130000.0,130000.0,2012-07-11,2012-10-22
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,0.25,0.25,2014-04-15,2018-10-02
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,105000.0,105000.0,2016-08-19,2016-08-30
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,132000.0,132000.0,2018-11-30,2019-01-22
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,129000.0,129000.0,2020-02-07,2020-04-27
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,23000.0,23000.0,2020-06-25,2020-07-10
"Flat 3, Summerville, 17, York Road, Douglas, IM2 3BN",,5G68+8QG,160000.0,160000.0,2022-05-19,2022-07-29
"13, York Road, Douglas, IM2 3BN",,5G68+8R5,185000.0,185000.0,2013-01-10,2013-02-21
"13, York Road, Douglas, IM2 3BN",,5G68+8R5,30000.0,230000.0,2017-09-26,2017-10-23
"Birchfield House, York Road, Douglas, IM2 3BN",,5G68+8V3,395000.0,395000.0,2007-08-14,2008-01-07
"Birchfield House, York Road, Douglas, IM2 3BN",,5G68+8V3,0.0,490000.0,2016-11-11,2016-11-15
"Birchfield House, York Road, Douglas, IM2 3BN",,5G68+8V3,480000.0,480000.0,2017-02-14,2017-04-20
"Flat 2, 1 Hawthorn Villas, 110, Woodbourne Road, Douglas, IM2 3AS",,5G68+95C,87500.0,87500.0,2011-01-17,2011-03-24
"Flat 2, 1 Hawthorn Villas, 110, Woodbourne Road, Douglas, IM2 3AS",,5G68+95C,1.0,1000.0,2012-10-24,2012-11-15
"Flat 2, 1 Hawthorn Villas, 110, Woodbourne Road, Douglas, IM2 3AS",,5G68+95C,120000.0,120000.0,2013-03-01,2013-06-11
"Flat 2, 1 Hawthorn Villas, 110, Woodbourne Road, Douglas, IM2 3AS",,5G68+95C,120000.0,120000.0,2022-01-14,2022-02-07
"3, Palatine Road, Douglas, IM2 3BQ",,5G68+9JP,275000.0,275000.0,2023-07-13,2023-08-10
"New House, Palatine Road, Douglas, IM2 3BH",,5G68+9RF,211000.0,211000.0,2011-01-21,2011-07-12
"New House, Palatine Road, Douglas, IM2 3BH",,5G68+9RF,200000.0,200000.0,2017-03-31,2017-05-19
"23, York Road, Douglas, IM2 3BJ",,5G68+CF8,278000.0,278000.0,2010-09-06,2011-03-08
"23, York Road, Douglas, IM2 3BJ",,5G68+CF8,247500.0,247500.0,2015-10-16,2015-10-28
"23, York Road, Douglas, IM2 3BJ",,5G68+CF8,357000.0,357000.0,2022-12-07,2023-01-24
"7, Palatine Road, Douglas, IM2 3BQ",,5G68+CMC,182500.0,182500.0,2017-08-11,2017-09-22
"11, Palatine Road, Douglas, IM2 3BQ",,5G68+FM4,263000.0,263000.0,2011-05-20,2011-08-11
"8, Palatine Road, Douglas, IM2 3BH",,5G68+FV5,100000.0,240000.0,2009-12-23,2010-04-21
"8, Palatine Road, Douglas, IM2 3BH",,5G68+FV5,150000.0,300000.0,2012-01-23,2012-04-23
"8, Palatine Road, Douglas, IM2 3BH",,5G68+FV5,257000.0,257000.0,2017-12-08,2018-01-24
"8, Palatine Road, Douglas, IM2 3BH",,5G68+FV5,310000.0,310000.0,2021-04-21,2021-06-01
"Avondale, 114, Woodbourne Road, Douglas, IM2 3BA",,5G68+G84,800000.0,800000.0,2010-04-20,2010-10-14
"19, Palatine Road, Douglas, IM2 3BQ",,5G68+GPH,200000.0,0.0,2006-05-25,2006-06-01
"19, Palatine Road, Douglas, IM2 3BQ",,5G68+GPH,215500.0,215500.0,2017-01-18,2017-02-07
"21, Palatine Road, Douglas, IM2 3BQ",,5G68+GQV,238500.0,238500.0,2019-12-02,2020-05-27
"127, Woodbourne Road, Douglas, IM2 3AZ",,5G68+H33,495000.0,495000.0,2022-10-19,2022-11-07
"23, Palatine Road, Douglas, IM2 3BQ",,5G68+HQ8,260000.0,260000.0,2011-02-08,2011-07-21
"25, Palatine Road, Douglas, IM2 3BQ",,5G68+HQQ,240000.0,240000.0,2019-02-01,2019-05-23
"118, Woodbourne Road, Douglas, IM2 3BA",,5G68+J93,220000.0,220000.0,2013-10-16,2014-02-25
"118, Woodbourne Road, Douglas, IM2 3BA",,5G68+J93,320000.0,320000.0,2019-07-24,2019-09-30
"29, Palatine Road, Douglas, IM2 3BQ",,5G68+JR7,280000.0,280000.0,2008-06-30,2008-09-05
"29, Palatine Road, Douglas, IM2 3BQ",,5G68+JR7,250000.0,250000.0,2012-02-29,2012-06-13
"29, Palatine Road, Douglas, IM2 3BQ",,5G68+JR7,230000.0,230000.0,2022-12-07,2023-02-21
"35, Palatine Road, Douglas, IM2 3BQ",,5G68+MV8,250000.0,250000.0,2012-07-27,2012-09-19
"35, Palatine Road, Douglas, IM2 3BQ",,5G68+MV8,248000.0,248000.0,2015-10-26,2016-01-12
"35, Palatine Road, Douglas, IM2 3BQ",,5G68+MV8,237500.0,237500.0,2019-01-21,2019-03-07
"143, Woodbourne Road, Douglas, IM2 3AZ",,5G68+P6C,300000.0,300000.0,2016-09-23,2016-11-18
"143, Woodbourne Road, Douglas, IM2 3AZ",,5G68+P6C,302000.0,302000.0,2020-01-09,2020-02-17
"39, Palatine Road, Douglas, IM2 3BQ",,5G68+PW2,1.0,168000.0,2011-11-02,2012-01-05
"39, Palatine Road, Douglas, IM2 3BQ",,5G68+PW2,168000.0,168000.0,2011-11-08,2012-01-13
"130, Woodbourne Road, Douglas, IM2 3BA",,5G68+QFH,285000.0,285000.0,2018-11-23,2019-10-23
"132, Woodbourne Road, Douglas, IM2 3BA",,5G68+QGV,230000.0,230000.0,2011-06-17,2011-10-28
"132, Woodbourne Road, Douglas, IM2 3BA",,5G68+QGV,465000.0,465000.0,2014-07-23,2014-10-08
"132, Woodbourne Road, Douglas, IM2 3BA",,5G68+QGV,500000.0,500000.0,2021-10-04,2022-02-03
"Flat 5, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+QHW,115000.0,115000.0,2022-10-21,2023-03-17
"Flat 3, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+QJH,127500.0,127500.0,2009-12-16,2010-06-30
"Flat 2, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+QM7,123000.0,123000.0,2011-05-20,2011-10-26
"Flat 2, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+QM7,85000.0,85000.0,2012-11-23,2013-01-09
"Flat 2, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+QM7,95000.0,95000.0,2021-10-25,2022-01-17
"Withington Court, Withington Road, Douglas, IM2 3BE",Flat 1,5G68+QM8,92000.0,92000.0,2017-06-12,2018-01-22
"Withington Court, Withington Road, Douglas, IM2 3BE",Flat 1A,5G68+QM8,130000.0,130000.0,2010-07-30,2011-02-09
"1, Roslyn Terrace, Douglas, IM2 5DE",,5G68+QWR,215000.0,215000.0,2022-09-14,2022-12-02
"151, Woodbourne Road, Douglas, IM2 3BB",,5G68+R73,240000.0,240000.0,2013-08-23,2014-01-17
"151, Woodbourne Road, Douglas, IM2 3BB",,5G68+R73,67193.0,283000.0,2020-12-24,2023-05-12
"153, Woodbourne Road, Douglas, IM2 3BB",,5G68+R78,200000.0,200000.0,2020-05-22,2020-08-04
"153, Woodbourne Road, Douglas, IM2 3BB",,5G68+R78,276500.0,276500.0,2022-12-19,2023-02-28
"Flat 7, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+RG4,93000.0,93000.0,2012-04-04,2012-08-16
"Flat 7, Withington Court, Withington Road, Douglas, IM2 3BE",,5G68+RG4,110000.0,110000.0,2018-04-16,2018-05-15
"2, Roslyn Terrace, Douglas, IM2 5DE",,5G68+RVH,220000.0,220000.0,2013-07-25,2014-01-21
"2, Roslyn Terrace, Douglas, IM2 5DE",,5G68+RVH,203000.0,203000.0,2018-02-23,2018-03-19
"3, Roslyn Terrace, Douglas, IM2 5DE",,5G68+RVW,230000.0,230000.0,2013-03-21,2013-05-23
"157, Woodbourne Road, Douglas, IM2 3BB",,5G68+V83,330000.0,330000.0,2013-09-10,2014-01-17
"157, Woodbourne Road, Douglas, IM2 3BB",,5G68+V83,295000.0,295000.0,2018-06-11,2018-06-14
"The Hollins, 136, Woodbourne Road, Douglas, IM2 3BD",,5G68+VHX,340000.0,340000.0,2020-07-14,2020-08-12
"4, Roslyn Terrace, Douglas, IM2 5DE",,5G68+VV8,320000.0,320000.0,2022-08-25,2023-05-10
"140, Woodbourne Road, Douglas, IM2 3BD",,5G68+WJP,200000.0,200000.0,2011-08-17,2011-10-18
"140, Woodbourne Road, Douglas, IM2 3BD",,5G68+WJP,283000.0,283000.0,2015-08-17,2016-03-02
"140, Woodbourne Road, Douglas, IM2 3BD",,5G68+WJP,286050.0,286050.0,2021-01-29,2021-05-25
"7, Roslyn Terrace, Douglas, IM2 5DE",,5G68+WRH,215000.0,215000.0,2018-11-08,2019-09-18
"8, Roslyn Terrace, Douglas, IM2 5DE",,5G68+WRW,25000.0,220000.0,2018-10-15,2019-09-12
"142, Woodbourne Road, Douglas, IM2 3BD",,5G68+XJ5,275000.0,275000.0,2022-10-28,2022-12-12
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 1,5G69+2GW,90000.0,90000.0,2020-02-03,2021-10-05
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 1,5G69+2GW,155000.0,155000.0,2022-10-06,2022-12-19
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 2,5G69+2GW,105000.0,105000.0,2013-05-03,2013-07-01
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 2,5G69+2GW,159950.0,159950.0,2022-01-28,2022-09-08
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 3,5G69+2GW,142000.0,142000.0,2015-06-24,2016-11-24
"Westdene, 13, Stanley View, Douglas, IM2 3JA",Flat 3,5G69+2GW,165000.0,165000.0,2019-05-22,2019-08-03
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore,5G69+3CW,0.25,80.0,2014-07-03,2015-04-28
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore Apartments,5G69+3CW,45000.0,45000.0,2018-04-27,2018-09-18
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore Apartments,5G69+3CW,87500.0,87500.0,2019-01-18,2019-04-26
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore House,5G69+3CW,88000.0,88000.0,2017-11-29,2018-02-20
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore House,5G69+3CW,115000.0,115000.0,2022-09-15,2022-11-21
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore House Apartments,5G69+3CW,115000.0,115000.0,2008-05-19,2008-09-30
"Flat 3, 16, Stanley View, Douglas, IM2 3JA",Claymore House Apartments,5G69+3CW,113000.0,113000.0,2013-10-04,2014-04-15
"12, Hutchinson Square, Douglas, IM2 4HT",,5G69+3PV,310500.0,310500.0,2014-09-12,2015-01-07
"12, Hutchinson Square, Douglas, IM2 4HT",,5G69+3PV,270500.0,270500.0,2019-03-08,2019-04-11
"10, Hutchinson Square, Douglas, IM2 4HT",,5G69+3Q8,292000.0,292000.0,2019-10-04,2020-01-11
"Rathvale, 15, Hutchinson Square, Douglas, IM2 4HT",,5G69+4JW,250000.0,250000.0,2017-02-03,2017-03-31
"Flat 3, 14, Hutchinson Square, Douglas, IM2 4HT",,5G69+4MF,79950.0,79950.0,2021-01-12,2021-10-28
"Flat 2, 17, Hutchinson Square, Douglas, IM2 4HT",,5G69+5HF,125000.0,125000.0,2017-09-27,2018-01-05
"Flat 2, 17, Hutchinson Square, Douglas, IM2 4HT",,5G69+5HF,130100.0,130100.0,2020-09-04,2021-02-10
"Flat 2, 17, Hutchinson Square, Douglas, IM2 4HT",,5G69+5HF,189950.0,189950.0,2023-06-30,2023-07-17
"3, York Road, Douglas, IM2 3BN",,5G69+722,235000.0,235000.0,2016-09-08,2016-12-06
"5, Laureston Terrace, Douglas, IM2 5DH",,5G69+78M,295000.0,295000.0,2019-09-19,2020-09-09
"5, Laureston Terrace, Douglas, IM2 5DH",,5G69+78M,465000.0,465000.0,2023-01-11,2023-05-03
"Sunset House, 18, Hutchinson Square, Douglas, IM2 4HS",,5G69+7G6,357500.0,357500.0,2018-04-06,2018-04-13
"5, Crosby Terrace, Douglas, IM2 5DG",,5G69+84R,258000.0,258000.0,2020-12-07,2021-01-14
"Flat 3, 20, Hutchinson Square, Douglas, IM2 4HS",,5G69+8H3,180000.0,180000.0,2020-12-11,2021-07-28
"26, Hutchinson Square, Douglas, IM2 4HP",,5G69+8XM,435000.0,435000.0,2023-04-26,2023-09-05
"Laureston Villas, 9, Laureston Terrace, Douglas, IM2 5DH",,5G69+97G,1.0,160000.0,2021-02-01,2021-11-16
"8, Crosby Terrace, Douglas, IM2 5DG",,5G69+C34,273000.0,273000.0,2018-10-25,2018-11-30
"22, Hutchinson Square, Douglas, IM2 4HP",,5G69+CV2,120000.0,120000.0,2014-01-24,2014-05-19
"10, Crosby Terrace, Douglas, IM2 5DG",,5G69+F33,245000.0,245000.0,2015-10-05,2016-01-06
"10, Crosby Terrace, Douglas, IM2 5DG",,5G69+F33,259000.0,259000.0,2019-12-20,2020-02-17
"11, Crosby Terrace, Douglas, IM2 5DG",,5G69+F36,182500.0,182500.0,2010-10-08,2011-04-11
"11, Crosby Terrace, Douglas, IM2 5DG",,5G69+F36,0.0,250000.0,2015-06-30,2015-12-10
"10, Lower Dukes Road, Douglas, IM2 4BJ",,5G69+FC5,330000.0,330000.0,2023-04-06,2023-07-11
"12, Lower Dukes Road, Douglas, IM2 4BJ",,5G69+FFF,0.25,270000.0,2018-04-01,2018-09-10
"14, Crosby Terrace, Douglas, IM2 5DG",,5G69+G2F,350000.0,350000.0,2022-10-28,2022-12-06
"5, Lower Dukes Road, Douglas, IM2 4BH",,5G69+G7C,150000.0,230000.0,2016-10-27,2017-03-08
"7, Lower Dukes Road, Douglas, IM2 4BH",,5G69+G7X,325000.0,325000.0,2021-12-16,2022-03-15
"2, Hutchinson Villas, Douglas, IM2 4HR",,5G69+GJM,230000.0,230000.0,2020-10-30,2021-01-15
"2, Hutchinson Villas, Douglas, IM2 4HR",,5G69+GJM,297500.0,297500.0,2021-08-05,2021-11-04
"4, Hutchinson Villas, Douglas, IM2 4HR",,5G69+GM4,235000.0,235000.0,2016-06-09,2016-09-30
"4, Hutchinson Villas, Douglas, IM2 4HR",,5G69+GM4,45000.0,290000.0,2022-07-15,2022-11-18
"15, Crosby Terrace, Douglas, IM2 5DG",,5G69+H23,107500.0,107500.0,2016-03-04,2016-06-21
"15, Crosby Terrace, Douglas, IM2 5DG",,5G69+H23,272500.0,272500.0,2017-02-17,2017-02-28
"16, Crosby Terrace, Douglas, IM2 5DG",,5G69+H26,112500.0,225000.0,2013-11-26,2014-04-02
"16, Crosby Terrace, Douglas, IM2 5DG",,5G69+H26,112500.0,225000.0,2013-11-28,2014-09-03
"16, Crosby Terrace, Douglas, IM2 5DG",,5G69+H26,207500.0,207500.0,2015-06-11,2016-06-21
"Traigh Li, 8, Ballaquayle Road, Douglas, IM2 5DF",,5G69+H6R,0.0,220000.0,2017-03-22,2017-10-02
"Lenarth, Lower Dukes Road, Douglas, IM2 4BH",,5G69+MF7,215500.0,215500.0,2019-04-10,2019-11-22
"Sunnyside, Lower Dukes Road, Douglas, IM2 4BH",,5G69+MFH,253000.0,253000.0,2018-09-12,2019-03-05
"Ballaquayle, Princes Road, Douglas, IM2 4HY",,5G69+PW9,650000.0,650000.0,2012-04-27,2012-07-12
"Ballaquayle, Princes Road, Douglas, IM2 4HY",,5G69+PW9,670000.0,670000.0,2019-11-22,2020-10-21
"Ballaquayle, Princes Road, Douglas, IM2 4HY",,5G69+PW9,755000.0,755000.0,2020-11-23,2021-02-12
"Whitefield, Lower Dukes Road, Douglas, IM2 4BQ",,5G69+WW2,380000.0,380000.0,2018-10-22,2019-04-24
"21, Victoria Terrace, Douglas, IM2 4EX",,5G6C+2GC,240000.0,240000.0,2021-04-24,2021-06-02
"5, Princes Road, Douglas, IM2 4HG",,5G6C+3PQ,230000.0,230000.0,2013-11-26,2014-05-21
"6, Princes Road, Douglas, IM2 4HG",,5G6C+3PV,285000.0,285000.0,2011-11-23,2012-02-13
"6, Princes Road, Douglas, IM2 4HG",,5G6C+3PV,340000.0,340000.0,2021-10-18,2022-11-22
"37, Hutchinson Square, Douglas, IM2 4HW",,5G6C+47W,290000.0,290000.0,2012-02-24,2012-03-29
"34, Hutchinson Square, Douglas, IM2 4HW",,5G6C+55X,215000.0,215000.0,2013-07-15,2013-12-19
"34, Hutchinson Square, Douglas, IM2 4HW",,5G6C+55X,325000.0,325000.0,2015-12-16,2016-02-11
"35, Hutchinson Square, Douglas, IM2 4HW",,5G6C+56F,390000.0,390000.0,2021-02-05,2021-05-25
"Holly House, 8, Marathon Road, Douglas, IM2 4HL",,5G6C+5J2,390000.0,390000.0,2019-06-03,2020-04-16
"33, Hutchinson Square, Douglas, IM2 4HW",,5G6C+657,1.0,300000.0,2012-12-06,2013-02-05
"33, Hutchinson Square, Douglas, IM2 4HW",,5G6C+657,1.0,300000.0,2021-05-11,2021-09-28
"Lyndhurst, 11, Princes Road, Douglas, IM2 4HX",,5G6C+6FV,485000.0,485000.0,2022-09-20,2022-12-08
"Belmont, 10, Princes Road, Douglas, IM2 4HX",,5G6C+6GC,172000.0,172000.0,2010-10-22,2011-03-04
"Belmont, 10, Princes Road, Douglas, IM2 4HX",,5G6C+6GC,100000.0,132500.0,2016-05-13,2016-05-26
"28, Hutchinson Square, Douglas, IM2 4HP",,5G6C+72W,270000.0,270000.0,2010-10-08,2011-01-19
"30, Hutchinson Square, Douglas, IM2 4HP",,5G6C+738,81000.0,327500.0,2013-12-30,2014-05-19
"Allerton, 29, Hutchinson Square, Douglas, IM2 4HP",,5G6C+73J,40000.0,280000.0,2010-04-26,2010-09-22
"Allerton, 29, Hutchinson Square, Douglas, IM2 4HP",,5G6C+73J,270000.0,270000.0,2011-11-04,2014-10-31
"14, Princes Road, Douglas, IM2 4HX",,5G6C+79V,259000.0,259000.0,2023-03-31,2023-05-24
"12, Princes Road, Douglas, IM2 4HX",,5G6C+7C8,160000.0,160000.0,2020-12-02,2021-03-23
"12, Princes Road, Douglas, IM2 4HX",,5G6C+7C8,290000.0,290000.0,2022-03-07,2022-03-24
"16, Princes Road, Douglas, IM2 4HX",,5G6C+87Q,225000.0,225000.0,2020-10-29,2021-01-28
"15, Princes Road, Douglas, IM2 4HX",,5G6C+889,245000.0,245000.0,2022-04-22,2022-07-26
"19, Princes Road, Douglas, IM2 4HX",,5G6C+96R,235000.0,235000.0,2008-09-08,2009-01-23
"19, Princes Road, Douglas, IM2 4HX",,5G6C+96R,235000.0,235000.0,2011-06-27,2012-11-27
"19, Princes Road, Douglas, IM2 4HX",,5G6C+96R,220000.0,220000.0,2011-12-29,2012-11-27
"Cherrihurst, Princes Road, Douglas, IM2 4HY",,5G6C+9GW,600000.0,600000.0,2021-08-13,2021-11-30
"21, Princes Road, Douglas, IM2 4HX",,5G6C+C4Q,185000.0,185000.0,2012-07-27,2013-01-08
"21, Princes Road, Douglas, IM2 4HX",,5G6C+C4Q,225000.0,225000.0,2014-08-26,2014-12-15
"21, Princes Road, Douglas, IM2 4HX",,5G6C+C4Q,262500.0,262500.0,2020-09-30,2020-11-12
"Chapel House, Marathon Road, Douglas, IM2 4HL",,5G6C+CWJ,185000.0,185000.0,2012-12-14,2013-02-26
"23, Princes Road, Douglas, IM2 4HX",,5G6C+F39,242000.0,242000.0,2013-03-18,2013-05-09
"Hillcroft, Princes Road, Douglas, IM2 4HY",,5G6C+F8C,174000.0,400000.0,2011-08-31,2012-09-05
"Cubbon House, 3, Marathon Road, Douglas, IM2 4HN",,5G6C+GJ8,520000.0,520000.0,2010-12-03,2011-05-09
"15, Marathon Road, Douglas, IM2 4HN",,5G6C+HPF,270000.0,270000.0,2014-07-14,2014-11-11
"17, Marathon Road, Douglas, IM2 4HN",,5G6C+JQ2,315000.0,315000.0,2016-09-08,2016-12-08
"Freshfield, 19, Marathon Road, Douglas, IM2 4HN",,5G6C+JRJ,226500.0,226500.0,2013-10-18,2014-04-29
"8, Marathon Avenue, Douglas, IM2 4HZ",,5G6C+MGM,260000.0,260000.0,2019-02-15,2019-11-14
"21, Marathon Road, Douglas, IM2 4HN",,5G6C+MR4,10000.0,320000.0,2011-08-25,2011-11-28
"21, Marathon Road, Douglas, IM2 4HN",,5G6C+MR4,0.0,325000.0,2019-06-25,2019-09-09
"25, Marathon Road, Douglas, IM2 4HN",,5G6C+PV5,218000.0,218000.0,2018-05-25,2018-08-13
"27, Marathon Road, Douglas, IM2 4HN",,5G6C+PWF,235000.0,235000.0,2012-11-30,2013-02-22
"7, Marathon Avenue, Douglas, IM2 4JA",,5G6C+Q9G,43500.0,237000.0,2010-12-02,2011-06-01
"Carnane, 9, Marathon Avenue, Douglas, IM2 4JA",,5G6C+QCR,280000.0,280000.0,2017-04-10,2017-06-29
